Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 02/05  08:00:00,2.296726078,14.35155815,0,14.31830613,0,0.355999651,0.355999651,0.355999651,0.259212433,0.055841233,0.228479449,0.482758226,0.882791086
 02/05  09:00:00,2.179083693,12.80378652,0,12.77567385,0,0.313089426,0.313089426,0.313089426,0.231037141,0.049771545,0.30103823,0.408144195,0.859359156
 02/05  10:00:00,1.922124517,11.2343834,0,11.21045725,0,0.275222926,0.275222926,0.275222926,0.112701089,0.024278804,0.374973575,0.347363715,0.770940409
 02/05  11:00:00,1.826867623,11.48954054,0,11.46505169,0,0.28622361,0.28622361,0.28622361,0.090160839,0.019423036,0.395705007,0.355533134,0.663177996
 02/05  12:00:00,1.691432806,9.283691205,0,9.259194849,0,0.230662572,0.230662572,0.230662572,0.090160839,0.019423036,0.413520643,0.35564206,0.565379655
 02/05  13:00:00,1.568429509,8.077543313,0,8.053459607,0,0.202504846,0.202504846,0.202504846,0.090160839,0.019423036,0.399564263,0.349651152,0.490481372
 02/05  14:00:00,1.480336097,7.390288355,0,7.365371847,0,0.186934485,0.186934485,0.186934485,0.090160839,0.019423036,0.361343599,0.361741893,0.444088245
 02/05  15:00:00,1.421669942,6.870306266,0,6.843986751,0,0.174548249,0.174548249,0.174548249,0.095795882,0.020636974,0.331676764,0.382110979,0.400257096
 02/05  16:00:00,1.466956354,6.479521386,0,6.451738842,0,0.164981866,0.164981866,0.164981866,0.112701089,0.024278804,0.339830372,0.403351469,0.405168754
 02/05  17:00:00,1.718733449,6.334392842,0,6.301530961,0,0.161629504,0.161629504,0.161629504,0.174686636,0.037632135,0.389541409,0.477094095,0.461505671
 02/05  18:00:00,2.25739999,7.642286821,0,7.602364888,0,0.196289281,0.196289281,0.196289281,0.338103187,0.072836394,0.480315202,0.579593078,0.573618847
 02/05  19:00:00,2.662734136,6.503620673,0,6.460277503,0,0.164634567,0.164634567,0.164634567,0.580410413,0.125035815,0.432484217,0.629263148,0.684261976
 02/05  20:00:00,2.78969475,6.419690549,0,6.374951875,0,0.162342735,0.162342735,0.162342735,0.743826964,0.160240091,0.349483985,0.649523308,0.707633666
 02/05  21:00:00,2.656905655,6.641410595,0,6.595133865,0,0.16786994,0.16786994,0.16786994,0.693111423,0.149314618,0.31062677,0.671853055,0.647485849
 02/05  22:00:00,2.41433618,7.200619779,0,7.155423439,0,0.182008867,0.182008867,0.182008867,0.574775371,0.123821877,0.293847512,0.65616777,0.567070783
 02/05  23:00:00,1.978410361,7.736784466,0,7.697672826,0,0.195245656,0.195245656,0.195245656,0.428264027,0.092259448,0.234076814,0.567829114,0.444091303
 02/05  24:00:00,1.540235371,8.2772972,0,8.243309913,0,0.208568075,0.208568075,0.208568075,0.29865781,0.064338831,0.151364647,0.493432934,0.307229073
 02/06  01:00:00,1.07244505,8.929159571,0,8.901046908,0,0.224868367,0.224868367,0.224868367,0.152146387,0.032776384,0.086281399,0.408144195,0.151584318
 02/06  02:00:00,0.905904497,9.450252426,0,9.424368068,0,0.237555228,0.237555228,0.237555228,0.090160839,0.019423036,0.072152813,0.375793294,0.094175286
 02/06  03:00:00,0.846631032,9.770390065,0,9.744805816,0,0.245057138,0.245057138,0.245057138,0.061985579,0.01335334,0.059631191,0.371436271,0.078523514
 02/06  04:00:00,0.846478397,10.0949584,0,10.06973428,0,0.252735574,0.252735574,0.252735574,0.061985579,0.01335334,0.052529458,0.366207842,0.083022604
 02/06  05:00:00,0.89265114,10.24540376,0,10.22113248,0,0.256402792,0.256402792,0.256402792,0.061985579,0.01335334,0.0630714,0.352374292,0.128819738
 02/06  06:00:00,1.143988627,9.903775931,0,9.876691139,0,0.246830029,0.246830029,0.246830029,0.067620637,0.014567281,0.075901179,0.393221389,0.329204111
 02/06  07:00:00,1.713714994,10.11153798,0,10.08024416,0,0.252211343,0.252211343,0.252211343,0.129606217,0.027920617,0.129674585,0.454328647,0.703329587
 02/06  08:00:00,2.073844363,9.261886956,0,9.228634934,0,0.230515528,0.230515528,0.230515528,0.259212433,0.055841233,0.207318087,0.482758226,0.806554856
 02/06  09:00:00,1.964417142,8.465890287,0,8.437777624,0,0.210558449,0.210558449,0.210558449,0.231037141,0.049771545,0.268600929,0.408144195,0.779660883
 02/06  10:00:00,1.711449416,7.349003308,0,7.325077158,0,0.183063535,0.183063535,0.183063535,0.112701089,0.024278804,0.329942516,0.347363715,0.697455757
 02/06  11:00:00,1.607413811,7.164612543,0,7.140123689,0,0.180844456,0.180844456,0.180844456,0.090160839,0.019423036,0.344788778,0.355533134,0.600019567
 02/06  12:00:00,1.483807279,5.077861866,0,5.05336551,0,0.127986208,0.127986208,0.127986208,0.090160839,0.019423036,0.361031884,0.35564206,0.512919251
 02/06  13:00:00,1.379165255,4.179486693,0,4.155402986,0,0.106548474,0.106548474,0.106548474,0.090160839,0.019423036,0.351753757,0.349651152,0.444983997
 02/06  14:00:00,1.298697898,3.442850407,0,3.417933899,0,0.08836664,0.08836664,0.08836664,0.090160839,0.019423036,0.317755566,0.361741893,0.404605923
 02/06  15:00:00,1.243581957,2.770526347,0,2.744206832,0,0.071314657,0.071314657,0.071314657,0.095795882,0.020636974,0.292551191,0.382110979,0.364528275
 02/06  16:00:00,1.308897627,3.062363046,0,3.034580502,0,0.079512383,0.079512383,0.079512383,0.112701089,0.024278804,0.302771399,0.403351469,0.369638482
 02/06  17:00:00,1.554921405,2.975285625,0,2.942423744,0,0.077258313,0.077258313,0.077258313,0.174686636,0.037632135,0.353623489,0.477094095,0.417982736
 02/06  18:00:00,2.084049981,4.239127817,0,4.199205884,0,0.110611182,0.110611182,0.110611182,0.338103187,0.072836394,0.444963272,0.579593078,0.521298869
 02/06  19:00:00,2.48673201,3.530850669,0,3.487507499,0,0.09065297,0.09065297,0.09065297,0.580410413,0.125035815,0.398173902,0.629263148,0.616551762
 02/06  20:00:00,2.608242801,3.556779422,0,3.512040748,0,0.090809157,0.090809157,0.090809157,0.743826964,0.160240091,0.315239231,0.649523308,0.631960049
 02/06  21:00:00,2.480380926,3.851214582,0,3.804937851,0,0.098248564,0.098248564,0.098248564,0.693111423,0.149314618,0.275771399,0.671853055,0.575437867
 02/06  22:00:00,2.246440825,4.317540016,0,4.272343676,0,0.110204389,0.110204389,0.110204389,0.574775371,0.123821877,0.258240655,0.65616777,0.506586765
 02/06  23:00:00,1.832015835,4.878563688,0,4.839452048,0,0.12466377,0.12466377,0.12466377,0.428264027,0.092259448,0.205783602,0.567829114,0.396571875
 02/06  24:00:00,1.428434948,5.55215497,0,5.518167682,0,0.141914197,0.141914197,0.141914197,0.29865781,0.064338831,0.135829802,0.493432934,0.277617374
 02/07  01:00:00,1.005516918,6.187108547,0,6.158995883,0,0.157986723,0.157986723,0.157986723,0.152146387,0.032776384,0.086281399,0.408144195,0.151537829
 02/07  02:00:00,0.839280431,6.710063074,0,6.684178716,0,0.170955661,0.170955661,0.170955661,0.090160839,0.019423036,0.072152813,0.375793294,0.094150787
 02/07  03:00:00,0.782658875,7.128273903,0,7.102689654,0,0.181102429,0.181102429,0.181102429,0.061985579,0.01335334,0.059631191,0.371436271,0.078506067
 02/07  04:00:00,0.781099889,7.391895981,0,7.366671862,0,0.187376624,0.187376624,0.187376624,0.061985579,0.01335334,0.052529458,0.366207842,0.083003046
 02/07  05:00:00,0.824055908,7.42079059,0,7.396519315,0,0.187847539,0.187847539,0.187847539,0.061985579,0.01335334,0.0630714,0.352374292,0.128779758
 02/07  06:00:00,1.081935668,7.327417215,0,7.300332423,0,0.184903678,0.184903678,0.184903678,0.067620637,0.014567281,0.075901179,0.393221389,0.329077504
 02/07  07:00:00,1.642254277,7.186284887,0,7.154991073,0,0.18103987,0.18103987,0.18103987,0.129606217,0.027920617,0.129674585,0.454328647,0.703040343
 02/07  08:00:00,2.036031924,7.663741149,0,7.630489128,0,0.193040901,0.193040901,0.193040901,0.259212433,0.055841233,0.207318087,0.482758226,0.806217044
 02/07  09:00:00,1.926138298,6.867248259,0,6.839135596,0,0.172608392,0.172608392,0.172608392,0.231037141,0.049771545,0.268600929,0.408144195,0.779332096
 02/07  10:00:00,1.690320504,6.433877085,0,6.409950935,0,0.162229909,0.162229909,0.162229909,0.112701089,0.024278804,0.329942516,0.347363715,0.697160471
 02/07  11:00:00,1.587725606,6.350235146,0,6.325746292,0,0.161409796,0.161409796,0.161409796,0.090160839,0.019423036,0.344788778,0.355533134,0.599766022
 02/07  12:00:00,1.469036079,4.48301834,0,4.458521984,0,0.113429894,0.113429894,0.113429894,0.090160839,0.019423036,0.361031884,0.35564206,0.512704367
 02/07  13:00:00,1.363038294,3.547398762,0,3.523315055,0,0.090606212,0.090606212,0.090606212,0.090160839,0.019423036,0.351753757,0.349651152,0.444799297
 02/07  14:00:00,1.275882765,2.557442128,0,2.53252562,0,0.065717069,0.065717069,0.065717069,0.090160839,0.019423036,0.317755566,0.361741893,0.404440361
 02/07  15:00:00,1.219979262,1.855678899,0,1.829359384,0,0.047859471,0.047859471,0.047859471,0.095795882,0.020636974,0.292551191,0.382110979,0.364380765
 02/07  16:00:00,1.269248812,1.549713477,0,1.521930933,0,0.040012713,0.040012713,0.040012713,0.112701089,0.024278804,0.302771399,0.403351469,0.369489338
 02/07  17:00:00,1.515154056,1.456977952,0,1.424116072,0,0.037661177,0.037661177,0.037661177,0.174686636,0.037632135,0.353623489,0.477094095,0.417812523
 02/07  18:00:00,2.029851345,2.170223943,0,2.13030201,0,0.056626106,0.056626106,0.056626106,0.338103187,0.072836394,0.444963272,0.579593078,0.521085308
 02/07  19:00:00,2.433925803,1.487109745,0,1.443766576,0,0.03809875,0.03809875,0.03809875,0.580410413,0.125035815,0.398173902,0.629263148,0.616299775
 02/07  20:00:00,2.559000766,1.633568513,0,1.588829839,0,0.04182408,0.04182408,0.04182408,0.743826964,0.160240091,0.315239231,0.649523308,0.631703091
 02/07  21:00:00,2.434216398,2.037270037,0,1.990993306,0,0.05231807,0.05231807,0.05231807,0.693111423,0.149314618,0.275771399,0.671853055,0.575203833
 02/07  22:00:00,2.195207443,2.307154053,0,2.261957713,0,0.059176688,0.059176688,0.059176688,0.574775371,0.123821877,0.258240655,0.65616777,0.506381083
 02/07  23:00:00,1.780968323,2.864742141,0,2.825630501,0,0.073773334,0.073773334,0.073773334,0.428264027,0.092259448,0.205783602,0.567829114,0.396414798
 02/07  24:00:00,1.371066488,3.285586184,0,3.251598896,0,0.084649741,0.084649741,0.084649741,0.29865781,0.064338831,0.135829802,0.493432934,0.27751337
 02/08  01:00:00,0.940722802,3.614859769,0,3.586747105,0,0.093247027,0.093247027,0.093247027,0.152146387,0.032776384,0.086281399,0.408144195,0.15148341
 02/08  02:00:00,0.769601335,3.933601673,0,3.907717315,0,0.101305043,0.101305043,0.101305043,0.090160839,0.019423036,0.072152813,0.375793294,0.094122309
 02/08  03:00:00,0.70746932,4.114199032,0,4.088614783,0,0.105933109,0.105933109,0.105933109,0.061985579,0.01335334,0.059631191,0.371436271,0.078485831
 02/08  04:00:00,0.703287478,4.262452509,0,4.23722839,0,0.109586903,0.109586903,0.109586903,0.061985579,0.01335334,0.052529458,0.366207842,0.082980356
 02/08  05:00:00,0.748261767,4.362570599,0,4.338299324,0,0.112099835,0.112099835,0.112099835,0.061985579,0.01335334,0.0630714,0.352374292,0.128733322
 02/08  06:00:00,1.008759584,4.357636548,0,4.330551757,0,0.111874629,0.111874629,0.111874629,0.067620637,0.014567281,0.075901179,0.393221389,0.328930468
 02/08  07:00:00,1.581855334,4.712027405,0,4.680733591,0,0.120976828,0.120976828,0.120976828,0.129606217,0.027920617,0.129674585,0.454328647,0.702704441
 02/08  08:00:00,1.96053487,4.591328327,0,4.558076306,0,0.117936172,0.117936172,0.117936172,0.259212433,0.055841233,0.207318087,0.482758226,0.80582472
 02/08  09:00:00,1.855421934,4.008961104,0,3.980848441,0,0.102273854,0.102273854,0.102273854,0.231037141,0.049771545,0.268600929,0.408144195,0.778950269
 02/08  10:00:00,1.618496519,3.547056838,0,3.523130688,0,0.09074884,0.09074884,0.09074884,0.112701089,0.024278804,0.329942516,0.347363715,0.696817555
 02/08  11:00:00,1.513018139,3.379928259,0,3.355439405,0,0.086996775,0.086996775,0.086996775,0.090160839,0.019423036,0.344788778,0.355533134,0.599471577
 02/08  12:00:00,1.410550838,2.153525639,0,2.129029282,0,0.055194206,0.055194206,0.055194206,0.090160839,0.019423036,0.361031884,0.35564206,0.512454814
 02/08  13:00:00,1.313196443,1.592130059,0,1.568046352,0,0.040978858,0.040978858,0.040978858,0.090160839,0.019423036,0.351753757,0.349651152,0.444584801
 02/08  14:00:00,1.234068172,0.941459886,0,0.916543378,0,0.024094746,0.024094746,0.024094746,0.090160839,0.019423036,0.317755566,0.361741893,0.404248092
 02/08  15:00:00,1.1797622,0.322959204,0,0.296639689,0,0.007813712,0.007813712,0.007813712,0.095795882,0.020636974,0.292551191,0.382110979,0.364209462
 02/08  16:00:00,1.231471202,0.119035679,0,0.091253135,0,0.002408303,0.002408303,0.002408303,0.112701089,0.024278804,0.302771399,0.403351469,0.369316138
 02/08  17:00:00,1.479379665,0.111695535,0,0.078833655,0,0.00208444,0.00208444,0.00208444,0.174686636,0.037632135,0.353623489,0.477094095,0.41761487
 02/08  18:00:00,1.984194979,0.462331361,0,0.422409428,0,0.011217747,0.011217747,0.011217747,0.338103187,0.072836394,0.444963272,0.579593078,0.520837301
 02/08  19:00:00,2.396159827,0.066913358,0,0.023570188,0,0.000625411,0.000625411,0.000625411,0.580410413,0.125035815,0.398173902,0.629263148,0.616007138
 02/08  20:00:00,2.51771055,0.076113942,0,0.031375268,0,0.00083227,0.00083227,0.00083227,0.743826964,0.160240091,0.315239231,0.649523308,0.631404686
 02/08  21:00:00,2.387262934,0.25845893,0,0.2121822,0,0.005636379,0.005636379,0.005636379,0.693111423,0.149314618,0.275771399,0.671853055,0.57493206
 02/08  22:00:00,2.147640234,0.491001041,0,0.445804701,0,0.011848335,0.011848335,0.011848335,0.574775371,0.123821877,0.258240655,0.65616777,0.506142227
 02/08  23:00:00,1.728191732,0.836284546,0,0.797172906,0,0.021179134,0.021179134,0.021179134,0.428264027,0.092259448,0.205783602,0.567829114,0.396232408
 02/08  24:00:00,1.317252719,1.199898118,0,1.16591083,0,0.030956744,0.030956744,0.030956744,0.29865781,0.064338831,0.135829802,0.493432934,0.277392598
 02/09  01:00:00,0.888548305,1.580644661,0,1.552531997,0,0.041134915,0.041134915,0.041134915,0.152146387,0.032776384,0.086281399,0.408144195,0.151421026
 02/09  02:00:00,0.715561548,1.814696554,0,1.788812196,0,0.047297745,0.047297745,0.047297745,0.090160839,0.019423036,0.072152813,0.375793294,0.094089821
 02/09  03:00:00,0.654792298,2.045973642,0,2.020389393,0,0.053279167,0.053279167,0.053279167,0.061985579,0.01335334,0.059631191,0.371436271,0.078462752
 02/09  04:00:00,0.651481261,2.219815047,0,2.194590928,0,0.057806545,0.057806545,0.057806545,0.061985579,0.01335334,0.052529458,0.366207842,0.082954497
 02/09  05:00:00,0.695974814,2.298254141,0,2.273982866,0,0.059865766,0.059865766,0.059865766,0.061985579,0.01335334,0.0630714,0.352374292,0.128680437
 02/09  06:00:00,0.955493976,2.26391807,0,2.236833278,0,0.058776441,0.058776441,0.058776441,0.067620637,0.014567281,0.075901179,0.393221389,0.328763049
 02/09  07:00:00,1.524540588,2.471484222,0,2.440190409,0,0.064044542,0.064044542,0.064044542,0.129606217,0.027920617,0.129674585,0.454328647,0.702321981
 02/09  08:00:00,1.898273905,2.175076796,0,2.141824774,0,0.056121992,0.056121992,0.056121992,0.259212433,0.055841233,0.207318087,0.482758226,0.805377934
 02/09  09:00:00,1.804203792,1.997774065,0,1.969661401,0,0.051490468,0.051490468,0.051490468,0.231037141,0.049771545,0.268600929,0.408144195,0.778515514
 02/09  10:00:00,1.570993955,1.696322087,0,1.672395937,0,0.043636722,0.043636722,0.043636722,0.112701089,0.024278804,0.329942516,0.347363715,0.696427109
 02/09  11:00:00,1.461495694,1.394343363,0,1.369854509,0,0.035809567,0.035809567,0.035809567,0.090160839,0.019423036,0.344788778,0.355533134,0.59913634
 02/09  12:00:00,1.375631978,0.809294753,0,0.784798397,0,0.020559455,0.020559455,0.020559455,0.090160839,0.019423036,0.361031884,0.35564206,0.512170704
 02/09  13:00:00,1.281328443,0.380415813,0,0.356332106,0,0.009355069,0.009355069,0.009355069,0.090160839,0.019423036,0.351753757,0.349651152,0.44434059
 02/09  14:00:00,1.211395112,0.087348136,0,0.062431628,0,0.001640597,0.001640597,0.001640597,0.090160839,0.019423036,0.317755566,0.361741893,0.40402918
 02/09  15:00:00,1.171584796,0.026319515,0,0,0,0,0,0,0.095795882,0.020636974,0.292551191,0.382110979,0.36384577
 02/09  16:00:00,1.228566168,0.027782544,0,0,0,0,0,0,0.112701089,0.024278804,0.302771399,0.403351469,0.368819407
 02/09  17:00:00,1.476764248,0.03286188,0,0,0,0,0,0,0.174686636,0.037632135,0.353623489,0.477094095,0.417083892
 02/09  18:00:00,1.974107774,0.09733132,0,0.057409387,0,0.001510902,0.001510902,0.001510902,0.338103187,0.072836394,0.444963272,0.579593078,0.520456941
 02/09  19:00:00,2.39508806,0.04334317,0,0,0,0,0,0,0.580410413,0.125035815,0.398173902,0.629263148,0.615560783
 02/09  20:00:00,2.521253028,0.223857352,0,0.179118678,0,0.004727079,0.004727079,0.004727079,0.743826964,0.160240091,0.315239231,0.649523308,0.631052354
 02/09  21:00:00,2.397866965,0.671557623,0,0.625280893,0,0.016549874,0.016549874,0.016549874,0.693111423,0.149314618,0.275771399,0.671853055,0.574622596
 02/09  22:00:00,2.162331263,1.060510937,0,1.015314597,0,0.02681133,0.02681133,0.02681133,0.574775371,0.123821877,0.258240655,0.65616777,0.505870261
 02/09  23:00:00,1.755453023,1.885682198,0,1.846570558,0,0.04864811,0.04864811,0.04864811,0.428264027,0.092259448,0.205783602,0.567829114,0.396024722
 02/09  24:00:00,1.356536254,2.721308492,0,2.687321205,0,0.070377798,0.070377798,0.070377798,0.29865781,0.064338831,0.135829802,0.493432934,0.277255079
 02/10  01:00:00,0.939188834,3.558593312,0,3.530480648,0,0.091845764,0.091845764,0.091845764,0.152146387,0.032776384,0.086281399,0.408144195,0.151350705
 02/10  02:00:00,0.775710312,4.183093646,0,4.157209289,0,0.107482993,0.107482993,0.107482993,0.090160839,0.019423036,0.072152813,0.375793294,0.094053336
 02/10  03:00:00,0.720355869,4.646378228,0,4.620793978,0,0.118868639,0.118868639,0.118868639,0.061985579,0.01335334,0.059631191,0.371436271,0.078436851
 02/10  04:00:00,0.721630324,5.018405937,0,4.993181817,0,0.127984622,0.127984622,0.127984622,0.061985579,0.01335334,0.052529458,0.366207842,0.082925484
 02/10  05:00:00,0.768267901,5.187699551,0,5.163428276,0,0.13221817,0.13221817,0.13221817,0.061985579,0.01335334,0.0630714,0.352374292,0.128621121
 02/10  06:00:00,1.03185249,5.330509759,0,5.303424967,0,0.135322709,0.135322709,0.135322709,0.067620637,0.014567281,0.075901179,0.393221389,0.328575294
 02/10  07:00:00,1.594483303,5.304626069,0,5.273332256,0,0.134416162,0.134416162,0.134416162,0.129606217,0.027920617,0.129674585,0.454328647,0.701893076
 02/10  08:00:00,1.987434931,5.763557571,0,5.730305549,0,0.145783886,0.145783886,0.145783886,0.259212433,0.055841233,0.207318087,0.482758226,0.804877066
 02/10  09:00:00,1.87818737,5.003379858,0,4.975267194,0,0.125961587,0.125961587,0.125961587,0.231037141,0.049771545,0.268600929,0.408144195,0.778027973
 02/10  10:00:00,1.637445335,4.384125299,0,4.360199149,0,0.110525965,0.110525965,0.110525965,0.112701089,0.024278804,0.329942516,0.347363715,0.695989246
 02/10  11:00:00,1.54683303,4.75089667,0,4.726407817,0,0.121522868,0.121522868,0.121522868,0.090160839,0.019423036,0.344788778,0.355533134,0.598760375
 02/10  12:00:00,1.442177257,3.430436272,0,3.405939916,0,0.087423371,0.087423371,0.087423371,0.090160839,0.019423036,0.361031884,0.35564206,0.511852067
 02/10  13:00:00,1.320242392,1.917041878,0,1.892958171,0,0.0485429,0.0485429,0.0485429,0.090160839,0.019423036,0.351753757,0.349651152,0.444066707
 02/10  14:00:00,1.230765275,0.846808013,0,0.821891505,0,0.021256264,0.021256264,0.021256264,0.090160839,0.019423036,0.317755566,0.361741893,0.403783676
 02/10  15:00:00,1.183236421,0.472701836,0,0.44638232,0,0.01170171,0.01170171,0.01170171,0.095795882,0.020636974,0.292551191,0.382110979,0.363795685
 02/10  16:00:00,1.230883119,0.112687289,0,0.084904745,0,0.002238586,0.002238586,0.002238586,0.112701089,0.024278804,0.302771399,0.403351469,0.368897773
 02/10  17:00:00,1.476699025,0.03286188,0,0,0,0,0,0,0.174686636,0.037632135,0.353623489,0.477094095,0.417018669
 02/10  18:00:00,1.972073526,0.039921933,0,0,0,0,0,0,0.338103187,0.072836394,0.444963272,0.579593078,0.519933595
 02/10  19:00:00,2.394305452,0.04334317,0,0,0,0,0,0,0.580410413,0.125035815,0.398173902,0.629263148,0.614778175
 02/10  20:00:00,2.515594348,0.044738674,0,0,0,0,0,0,0.743826964,0.160240091,0.315239231,0.649523308,0.630120753
 02/10  21:00:00,2.380495895,0.04627673,0,0,0,0,0,0,0.693111423,0.149314618,0.275771399,0.671853055,0.573801399
 02/10  22:00:00,2.135057838,0.04519634,0,0,0,0,0,0,0.574775371,0.123821877,0.258240655,0.65616777,0.505408167
 02/10  23:00:00,1.710703149,0.196065312,0,0.156953672,0,0.004170176,0.004170176,0.004170176,0.428264027,0.092259448,0.205783602,0.567829114,0.395752783
 02/10  24:00:00,1.30145594,0.615681595,0,0.581694308,0,0.015457142,0.015457142,0.015457142,0.29865781,0.064338831,0.135829802,0.493432934,0.27709542
 02/11  01:00:00,0.894720779,1.152971667,0,1.124859004,0,0.029847474,0.029847474,0.029847474,0.152146387,0.032776384,0.092855082,0.408144195,0.162307257
 02/11  02:00:00,0.717353771,1.512594863,0,1.486710505,0,0.03937871,0.03937871,0.03937871,0.090160839,0.019423036,0.076099837,0.375793294,0.099854055
 02/11  03:00:00,0.654396947,1.771522685,0,1.745938435,0,0.04604527,0.04604527,0.04604527,0.061985579,0.01335334,0.062242429,0.371436271,0.082690058
 02/11  04:00:00,0.651152275,1.986700605,0,1.961476486,0,0.051570949,0.051570949,0.051570949,0.061985579,0.01335334,0.053894863,0.366207842,0.087495703
 02/11  05:00:00,0.699999005,2.002527347,0,1.978256073,0,0.051928157,0.051928157,0.051928157,0.061985579,0.01335334,0.065742556,0.352374292,0.137971081
 02/11  06:00:00,0.978604832,1.97716224,0,1.950077448,0,0.051066037,0.051066037,0.051066037,0.067620637,0.014567281,0.079997872,0.393221389,0.355487616
 02/11  07:00:00,1.578555666,1.795692812,0,1.764398998,0,0.046152778,0.046152778,0.046152778,0.129606217,0.027920617,0.140300097,0.454328647,0.763603311
 02/11  08:00:00,1.980055562,1.644840157,0,1.611588135,0,0.042102674,0.042102674,0.042102674,0.259212433,0.055841233,0.228479449,0.482758226,0.880017547
 02/11  09:00:00,1.917855168,2.108757914,0,2.08064525,0,0.054584658,0.054584658,0.054584658,0.231037141,0.049771545,0.30103823,0.408144195,0.856635399
 02/11  10:00:00,1.693157834,1.886885527,0,1.862959377,0,0.048714367,0.048714367,0.048714367,0.112701089,0.024278804,0.374973575,0.347363715,0.768482285
 02/11  11:00:00,1.589902896,1.988945873,0,1.96445702,0,0.051372825,0.051372825,0.051372825,0.090160839,0.019423036,0.395705007,0.355533134,0.661064055
 02/11  12:00:00,1.486907298,1.095493352,0,1.070996996,0,0.027926269,0.027926269,0.027926269,0.090160839,0.019423036,0.413520643,0.35564206,0.563590451
 02/11  13:00:00,1.381260034,0.66955586,0,0.645472154,0,0.016875502,0.016875502,0.016875502,0.090160839,0.019423036,0.399564263,0.349651152,0.488941242
 02/11  14:00:00,1.305643936,0.544097055,0,0.519180547,0,0.013618208,0.013618208,0.013618208,0.090160839,0.019423036,0.361343599,0.361741893,0.44271236
 02/11  15:00:00,1.255361409,0.38568901,0,0.359369495,0,0.009467171,0.009467171,0.009467171,0.095795882,0.020636974,0.331676764,0.382110979,0.39902964
 02/11  16:00:00,1.31508194,0.570041228,0,0.542258684,0,0.014345372,0.014345372,0.014345372,0.112701089,0.024278804,0.339830372,0.403351469,0.403930834
 02/11  17:00:00,1.573433021,0.702728433,0,0.669866552,0,0.01774997,0.01774997,0.01774997,0.174686636,0.037632135,0.389541409,0.477094095,0.460084776
 02/11  18:00:00,2.09482189,1.377662777,0,1.337740844,0,0.03548206,0.03548206,0.03548206,0.338103187,0.072836394,0.480315202,0.579593078,0.571847969
 02/11  19:00:00,2.522897245,1.065446748,0,1.022103578,0,0.026902656,0.026902656,0.026902656,0.580410413,0.125035815,0.432484217,0.629263148,0.682156996
 02/11  20:00:00,2.662440647,1.464080338,0,1.419341664,0,0.037255274,0.037255274,0.037255274,0.743826964,0.160240091,0.349483985,0.649523308,0.705467024
 02/11  21:00:00,2.530585135,1.713367475,0,1.667090744,0,0.043534483,0.043534483,0.043534483,0.693111423,0.149314618,0.31062677,0.671853055,0.645500786
 02/11  22:00:00,2.29063694,2.348291864,0,2.303095524,0,0.060046837,0.060046837,0.060046837,0.574775371,0.123821877,0.293847512,0.65616777,0.565333573
 02/11  23:00:00,1.858479323,2.986918463,0,2.947806823,0,0.076644542,0.076644542,0.076644542,0.428264027,0.092259448,0.234076814,0.567829114,0.442761379
 02/11  24:00:00,1.433130331,3.977630043,0,3.943642756,0,0.102336354,0.102336354,0.102336354,0.29865781,0.064338831,0.151364647,0.493432934,0.306355755
 02/12  01:00:00,0.98144216,4.551107325,0,4.522994662,0,0.116663996,0.116663996,0.116663996,0.152146387,0.032776384,0.092855082,0.408144195,0.162212116
 02/12  02:00:00,0.808228816,5.100213541,0,5.074329183,0,0.130303276,0.130303276,0.130303276,0.090160839,0.019423036,0.076099837,0.375793294,0.099804533
 02/12  03:00:00,0.75335696,5.68892487,0,5.663340621,0,0.145040393,0.145040393,0.145040393,0.061985579,0.01335334,0.062242429,0.371436271,0.082654949
 02/12  04:00:00,0.751030711,5.958436102,0,5.933211983,0,0.151488523,0.151488523,0.151488523,0.061985579,0.01335334,0.053894863,0.366207842,0.087456564
 02/12  05:00:00,0.812735831,6.489121069,0,6.464849794,0,0.164744899,0.164744899,0.164744899,0.061985579,0.01335334,0.065742556,0.352374292,0.137891166
 02/12  06:00:00,1.097002068,6.694805324,0,6.667720532,0,0.16971325,0.16971325,0.16971325,0.067620637,0.014567281,0.079997872,0.393221389,0.355237639
 02/12  07:00:00,1.713894069,7.193080758,0,7.161786945,0,0.182062373,0.182062373,0.182062373,0.129606217,0.027920617,0.140300097,0.454328647,0.763032119
 02/12  08:00:00,2.117798426,7.13121917,0,7.097967149,0,0.180516808,0.180516808,0.180516808,0.259212433,0.055841233,0.228479449,0.482758226,0.879346277
 02/12  09:00:00,2.025923545,6.499523179,0,6.471410516,0,0.163312279,0.163312279,0.163312279,0.231037141,0.049771545,0.30103823,0.408144195,0.855976155
 02/12  10:00:00,1.793217341,5.933408918,0,5.909482768,0,0.149368821,0.149368821,0.149368821,0.112701089,0.024278804,0.374973575,0.347363715,0.767887337
