Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 06/27  05:00:00,0.680609643,0.020739345,0,0,0,0,0,0,0.062883916,0.013546867,0.085363135,0.30109717,0.201074554
 06/27  06:00:00,1.017124133,0.023962274,0,0,0,0,0,0,0.084893293,0.018288267,0.135604735,0.347888171,0.413805667
 06/27  07:00:00,1.243246835,0.025461712,0,0,0,0,0,0,0.13520047,0.029125767,0.208909382,0.369657246,0.468709969
 06/27  08:00:00,1.171760497,0.021526406,0,0,0,0,0,0,0.100614276,0.021674984,0.269481251,0.31252385,0.450822136
 06/27  09:00:00,1.083685118,0.018320713,0,0,0,0,0,0,0.056595531,0.01219218,0.330413434,0.265983068,0.401856904
 06/27  10:00:00,1.042242406,0.018751585,0,0,0,0,0,0,0.050307138,0.010837494,0.346380073,0.27223855,0.345835152
 06/27  11:00:00,1.003684219,0.01875733,0,0,0,0,0,0,0.047162941,0.01016015,0.360615076,0.272321956,0.296780096
 06/27  12:00:00,0.950128865,0.018441357,0,0,0,0,0,0,0.047162941,0.01016015,0.350008239,0.267734603,0.258418932
 06/27  13:00:00,1.026014321,0.019079049,0,0,0.09108895,0.027957697,0.119046647,0.027957697,0.047162941,0.01016015,0.319023623,0.276992716,0.236984244
 06/27  14:00:00,1.094559341,0.020153358,0,0,0.167455205,0.051489961,0.218945166,0.051489961,0.047162941,0.01016015,0.294229244,0.292589716,0.214828124
 06/27  15:00:00,1.229082538,0.021273628,0,0,0.248208402,0.074890239,0.32309864,0.074890239,0.050307138,0.010837494,0.301025881,0.308853967,0.218315419
 06/27  16:00:00,1.524190931,0.025162973,0,0,0.380316482,0.11239681,0.492713292,0.11239681,0.050307138,0.010837494,0.342616945,0.365320113,0.245751951
 06/27  17:00:00,1.947446747,0.030568991,0,0,0.529197045,0.156393039,0.685590083,0.156393039,0.062883916,0.013546867,0.418947459,0.443805552,0.306028869
 06/27  18:00:00,2.144323992,0.033188698,0,0,0.577608432,0.170726765,0.748335197,0.170726765,0.100614276,0.021674984,0.3820837,0.481838879,0.363132957
 06/27  19:00:00,2.163868856,0.034257262,0,0,0.555207248,0.169392272,0.72459952,0.169392272,0.194940174,0.041995284,0.314732295,0.497352473,0.373605109
 06/27  20:00:00,2.253895014,0.035434981,0,0,0.517742259,0.159213595,0.676955854,0.159213595,0.349005777,0.075185118,0.281807005,0.514450789,0.339846472
 06/27  21:00:00,2.309224153,0.034607705,0,0,0.464568933,0.144169867,0.6087388,0.144169867,0.506215528,0.109052286,0.266994745,0.502440265,0.29913853
 06/27  22:00:00,1.918110221,0.029948534,0,0,0.379276326,0.117628583,0.496904909,0.117628583,0.424466463,0.091441352,0.216471391,0.434797659,0.237384447
 06/27  23:00:00,1.446581995,0.026024719,0,0,0.286119362,0.088703917,0.374823279,0.088703917,0.29555445,0.063670268,0.146949065,0.377831075,0.171109858
 06/27  24:00:00,0.95771821,0.021526406,0,0,0.188887545,0.059017006,0.247904551,0.059017006,0.150921453,0.032512484,0.097916052,0.31252385,0.09929582
 06/28  01:00:00,0.738586876,0.01982015,0,0,0.132385594,0.041357233,0.173742827,0.041357233,0.09118167,0.01964295,0.083492376,0.287752144,0.066130909
 06/28  02:00:00,0.615909103,0.019590351,0,0,0.08577223,0.027036321,0.112808551,0.027036321,0.05973972,0.012869524,0.071684567,0.284415887,0.057746855
 06/28  03:00:00,0.563515856,0.019314593,0,0,0.052730357,0.016741126,0.069471483,0.016741126,0.05973972,0.012869524,0.064195101,0.280412379,0.060183651
 06/28  04:00:00,0.555725195,0.018584981,0,0,0.028483066,0.009042358,0.037525424,0.009042358,0.05973972,0.012869524,0.073535988,0.269819764,0.085590777
 06/28  05:00:00,0.712053358,0.020739345,0,0,0.025027526,0.007945107,0.032972633,0.007945107,0.062883916,0.013546867,0.085363135,0.30109717,0.199545636
 06/28  06:00:00,1.08782998,0.023962274,0,0,0.055524299,0.017627536,0.073151835,0.017627536,0.084893293,0.018288267,0.135604735,0.347888171,0.411359678
 06/28  07:00:00,1.299241965,0.025461712,0,0,0.044485189,0.01412954,0.058614729,0.01412954,0.13520047,0.029125767,0.208909382,0.369657246,0.466090369
 06/28  08:00:00,1.24623782,0.021526406,0,0,0.05859669,0.018484096,0.077080786,0.018484096,0.100614276,0.021674984,0.269481251,0.31252385,0.448218673
 06/28  09:00:00,1.179335938,0.018320713,0,0,0.074525228,0.023524853,0.09805008,0.023524853,0.056595531,0.01219218,0.330413434,0.265983068,0.399457644
 06/28  10:00:00,1.17194528,0.018751585,0,0,0.100610842,0.031237662,0.131848505,0.031237662,0.050307138,0.010837494,0.346380073,0.27223855,0.343689522
 06/28  11:00:00,1.167000796,0.01875733,0,0,0.125586184,0.039328648,0.164914832,0.039328648,0.047162941,0.01016015,0.360615076,0.272321956,0.29518184
 06/28  12:00:00,1.223895564,0.018441357,0,0,0.210591009,0.06422517,0.274816179,0.06422517,0.047162941,0.01016015,0.350008239,0.267734603,0.257369453
 06/28  13:00:00,1.304307566,0.019079049,0,0,0.30739894,0.090833578,0.398232518,0.090833578,0.047162941,0.01016015,0.319023623,0.276992716,0.236091618
 06/28  14:00:00,1.494205647,0.020153358,0,0,0.481828255,0.13755811,0.619386366,0.13755811,0.047162941,0.01016015,0.294229244,0.292589716,0.214033231
 06/28  15:00:00,1.679738849,0.021273628,0,0,0.599427432,0.175131239,0.774558671,0.175131239,0.050307138,0.010837494,0.301025881,0.308853967,0.217511698
 06/28  16:00:00,2.041838088,0.025162973,0,0,0.786638012,0.224641081,1.011279093,0.224641081,0.050307138,0.010837494,0.342616945,0.365320113,0.244833306
 06/28  17:00:00,2.604870764,0.030568991,0,0,1.051111102,0.293053189,1.344164292,0.293053189,0.062883916,0.013546867,0.418947459,0.443805552,0.304878678
 06/28  18:00:00,2.668183117,0.033188698,0,0,0.987980933,0.285574827,1.27355576,0.285574827,0.100614276,0.021674984,0.3820837,0.481838879,0.361771519
 06/28  19:00:00,2.554501692,0.034257262,0,0,0.857897963,0.258720099,1.116618062,0.258720099,0.194940174,0.041995284,0.314732295,0.497352473,0.372219404
 06/28  20:00:00,2.543919476,0.035434981,0,0,0.742255193,0.22598745,0.968242643,0.22598745,0.349005777,0.075185118,0.281807005,0.514450789,0.338584144
 06/28  21:00:00,2.534581412,0.034607705,0,0,0.639133459,0.196072068,0.835205527,0.196072068,0.506215528,0.109052286,0.266994745,0.502440265,0.298029062
 06/28  22:00:00,2.067822148,0.029948534,0,0,0.494396219,0.153067741,0.64746396,0.153067741,0.424466463,0.091441352,0.216471391,0.434797659,0.236537322
 06/28  23:00:00,1.549553728,0.026024719,0,0,0.365308016,0.113048294,0.47835631,0.113048294,0.29555445,0.063670268,0.146949065,0.377831075,0.17054856
 06/28  24:00:00,1.037639773,0.021526406,0,0,0.250569812,0.077522812,0.328092624,0.077522812,0.150921453,0.032512484,0.097916052,0.31252385,0.099029309
 06/29  01:00:00,0.784442611,0.01982015,0,0,0.16750296,0.052228143,0.219731103,0.052228143,0.09118167,0.01964295,0.083492376,0.287752144,0.065998368
 06/29  02:00:00,0.658840862,0.019590351,0,0,0.118795277,0.037038058,0.155833335,0.037038058,0.05973972,0.012869524,0.071684567,0.284415887,0.05765383
 06/29  03:00:00,0.597671487,0.019314593,0,0,0.07890571,0.024824708,0.103730418,0.024824708,0.05973972,0.012869524,0.064195101,0.280412379,0.060080346
 06/29  04:00:00,0.584244955,0.018584981,0,0,0.050399504,0.015856705,0.066256209,0.015856705,0.05973972,0.012869524,0.073535988,0.269819764,0.085379752
 06/29  05:00:00,0.721884258,0.020739345,0,0,0.033008619,0.010461594,0.043470213,0.010461594,0.062883916,0.013546867,0.085363135,0.30109717,0.198878956
 06/29  06:00:00,1.084253974,0.023962274,0,0,0.053985072,0.017113223,0.071098295,0.017113223,0.084893293,0.018288267,0.135604735,0.347888171,0.409837213
 06/29  07:00:00,1.34006316,0.025461712,0,0,0.077143063,0.024071258,0.101214321,0.024071258,0.13520047,0.029125767,0.208909382,0.369657246,0.464311973
 06/29  08:00:00,1.289889576,0.021526406,0,0,0.094156192,0.028306773,0.122462965,0.028306773,0.100614276,0.021674984,0.269481251,0.31252385,0.446488251
 06/29  09:00:00,1.305336394,0.018320713,0,0,0.174731558,0.050872439,0.225603997,0.050872439,0.056595531,0.01219218,0.330413434,0.265983068,0.397904183
 06/29  10:00:00,1.478840545,0.018751585,0,0,0.342524853,0.097552187,0.44007704,0.097552187,0.050307138,0.010837494,0.346380073,0.27223855,0.342356251
 06/29  11:00:00,1.536709946,0.01875733,0,0,0.419087941,0.116665766,0.535753707,0.116665766,0.047162941,0.01016015,0.360615076,0.272321956,0.294052116
 06/29  12:00:00,1.654499029,0.018441357,0,0,0.553849653,0.152540681,0.706390335,0.152540681,0.047162941,0.01016015,0.350008239,0.267734603,0.256398761
 06/29  13:00:00,1.798669524,0.019079049,0,0,0.702531378,0.190933342,0.89346472,0.190933342,0.047162941,0.01016015,0.319023623,0.276992716,0.235221374
 06/29  14:00:00,1.983774381,0.020153358,0,0,0.875130907,0.234599655,1.109730562,0.234599655,0.047162941,0.01016015,0.294229244,0.292589716,0.213257768
 06/29  15:00:00,2.317638199,0.021273628,0,0,1.120406012,0.292836017,1.413242029,0.292836017,0.050307138,0.010837494,0.301025881,0.308853967,0.216727691
 06/29  16:00:00,2.701927842,0.025162973,0,0,1.325842511,0.34642116,1.672263671,0.34642116,0.050307138,0.010837494,0.342616945,0.365320113,0.243938482
 06/29  17:00:00,3.226871328,0.030568991,0,0,1.555417271,0.411872494,1.967289765,0.411872494,0.062883916,0.013546867,0.418947459,0.443805552,0.303753769
 06/29  18:00:00,3.271888144,0.033188698,0,0,1.48541721,0.393169218,1.878586428,0.393169218,0.100614276,0.021674984,0.3820837,0.481838879,0.360445878
 06/29  19:00:00,3.09788607,0.034257262,0,0,1.303285516,0.358069121,1.661354636,0.358069121,0.194940174,0.041995284,0.314732295,0.497352473,0.370867206
 06/29  20:00:00,3.000888359,0.035434981,0,0,1.113457212,0.312985811,1.426443022,0.312985811,0.349005777,0.075185118,0.281807005,0.514450789,0.337352649
 06/29  21:00:00,2.8483122,0.034607705,0,0,0.888957903,0.261060744,1.150018647,0.261060744,0.506215528,0.109052286,0.266994745,0.502440265,0.29694673
 06/29  22:00:00,2.304563654,0.029948534,0,0,0.680995602,0.204036308,0.88503191,0.204036308,0.424466463,0.091441352,0.216471391,0.434797659,0.235710878
 06/29  23:00:00,1.749513531,0.026024719,0,0,0.522387821,0.156475383,0.678863204,0.156475383,0.29555445,0.063670268,0.146949065,0.377831075,0.17000147
 06/29  24:00:00,1.154647136,0.021526406,0,0,0.340383914,0.104976109,0.445360023,0.104976109,0.150921453,0.032512484,0.097916052,0.31252385,0.098769274
 06/30  01:00:00,0.876633581,0.01982015,0,0,0.238502854,0.073548663,0.312051517,0.073548663,0.09118167,0.01964295,0.083492376,0.287752144,0.065868924
 06/30  02:00:00,0.727855628,0.019590351,0,0,0.171925033,0.053013813,0.224938846,0.053013813,0.05973972,0.012869524,0.071684567,0.284415887,0.057563086
 06/30  03:00:00,0.638640712,0.019314593,0,0,0.110227825,0.034573145,0.144800971,0.034573145,0.05973972,0.012869524,0.064195101,0.280412379,0.059979018
 06/30  04:00:00,0.623692613,0.018584981,0,0,0.080622735,0.025286741,0.105909476,0.025286741,0.05973972,0.012869524,0.073535988,0.269819764,0.085174143
 06/30  05:00:00,0.779589206,0.020739345,0,0,0.077681601,0.024142686,0.101824287,0.024142686,0.062883916,0.013546867,0.085363135,0.30109717,0.19822983
 06/30  06:00:00,1.129974124,0.023962274,0,0,0.090054857,0.028245858,0.118300716,0.028245858,0.084893293,0.018288267,0.135604735,0.347888171,0.408354943
 06/30  07:00:00,1.388962347,0.025461712,0,0,0.116327881,0.035517687,0.151845567,0.035517687,0.13520047,0.029125767,0.208909382,0.369657246,0.462579914
 06/30  08:00:00,1.357947019,0.021526406,0,0,0.148995825,0.043210341,0.192206166,0.043210341,0.100614276,0.021674984,0.269481251,0.31252385,0.444802492
 06/30  09:00:00,1.364150273,0.018320713,0,0,0.223249668,0.06268229,0.285931958,0.06268229,0.056595531,0.01219218,0.330413434,0.265983068,0.396390102
 06/30  10:00:00,1.635912982,0.018751585,0,0,0.470947183,0.127502406,0.59844959,0.127502406,0.050307138,0.010837494,0.346380073,0.27223855,0.341056138
 06/30  11:00:00,1.694657242,0.01875733,0,0,0.548282042,0.146520736,0.694802778,0.146520736,0.047162941,0.01016015,0.360615076,0.272321956,0.29295034
 06/30  12:00:00,1.832424,0.018441357,0,0,0.700206931,0.185055471,0.885262402,0.185055471,0.047162941,0.01016015,0.350008239,0.267734603,0.255451665
 06/30  13:00:00,2.014800349,0.019079049,0,0,0.880794326,0.229650233,1.110444558,0.229650233,0.047162941,0.01016015,0.319023623,0.276992716,0.234372361
 06/30  14:00:00,2.247256205,0.020153358,0,0,1.092394811,0.281574052,1.373968863,0.281574052,0.047162941,0.01016015,0.294229244,0.292589716,0.212501291
 06/30  15:00:00,2.56309228,0.021273628,0,0,1.323109583,0.336351506,1.659461089,0.336351506,0.050307138,0.010837494,0.301025881,0.308853967,0.215962711
 06/30  16:00:00,2.900827446,0.025162973,0,0,1.488400473,0.383635051,1.872035525,0.383635051,0.050307138,0.010837494,0.342616945,0.365320113,0.243066233
 06/30  17:00:00,3.45748938,0.030568991,0,0,1.748425462,0.450578181,2.199003642,0.450578181,0.062883916,0.013546867,0.418947459,0.443805552,0.302657944
 06/30  18:00:00,3.461564028,0.033188698,0,0,1.641661121,0.427893709,2.06955483,0.427893709,0.100614276,0.021674984,0.3820837,0.481838879,0.359153359
 06/30  19:00:00,3.293401238,0.034257262,0,0,1.46646385,0.391723936,1.858187786,0.391723936,0.194940174,0.041995284,0.314732295,0.497352473,0.369549226
 06/30  20:00:00,3.128551122,0.035434981,0,0,1.217805149,0.337500974,1.555306122,0.337500974,0.349005777,0.075185118,0.281807005,0.514450789,0.336152311
 06/30  21:00:00,2.997874005,0.034607705,0,0,1.013325757,0.287309582,1.300635339,0.287309582,0.506215528,0.109052286,0.266994745,0.502440265,0.295891844
 06/30  22:00:00,2.471858543,0.029948534,0,0,0.818303287,0.234828972,1.053132259,0.234828972,0.424466463,0.091441352,0.216471391,0.434797659,0.234905418
 06/30  23:00:00,1.887644721,0.026024719,0,0,0.633830659,0.18369692,0.817527579,0.18369692,0.29555445,0.063670268,0.146949065,0.377831075,0.169468285
 06/30  24:00:00,1.316236274,0.021526406,0,0,0.469529628,0.13767237,0.607201998,0.13767237,0.150921453,0.032512484,0.097916052,0.31252385,0.098516436
 07/01  01:00:00,1.037746891,0.01973097,0,0,0.359004061,0.10626604,0.465270101,0.10626604,0.093053485,0.020046189,0.087504247,0.286457421,0.068771449
 07/01  02:00:00,0.861066708,0.019502206,0,0,0.27175796,0.081335064,0.353093024,0.081335064,0.060966055,0.013133707,0.074328183,0.283136175,0.059765564
 07/01  03:00:00,0.771745292,0.019227688,0,0,0.210383397,0.063531967,0.273915364,0.063531967,0.060966055,0.013133707,0.065592882,0.279150681,0.062342604
 07/01  04:00:00,0.742783194,0.018501359,0,0,0.166391792,0.050771663,0.217163455,0.050771663,0.060966055,0.013133707,0.076271989,0.268605726,0.089998261
 07/01  05:00:00,0.894294583,0.02064603,0,0,0.151240311,0.046611277,0.197851588,0.046611277,0.064174796,0.013824955,0.089557052,0.299742403,0.21249979
 07/01  06:00:00,1.27655337,0.023854457,0,0,0.165666699,0.051057813,0.216724513,0.051057813,0.089844728,0.019354937,0.146457255,0.34632287,0.441205067
 07/01  07:00:00,1.571151617,0.025347148,0,0,0.199511244,0.060357445,0.25986869,0.060357445,0.147602041,0.031797395,0.230459914,0.367993997,0.501785581
 07/01  08:00:00,1.540371018,0.02142955,0,0,0.22377757,0.064859912,0.288637481,0.064859912,0.11230587,0.024193663,0.302340099,0.311117668,0.485132236
 07/01  09:00:00,1.568827169,0.01823828,0,0,0.316754989,0.087762126,0.404517115,0.087762126,0.060966055,0.013133707,0.375885576,0.264786294,0.432894422
 07/01  10:00:00,1.806473045,0.018667214,0,0,0.540474968,0.146245108,0.686720076,0.146245108,0.051339839,0.011059963,0.397685472,0.271013629,0.372010065
 07/01  11:00:00,1.888878876,0.018672933,0,0,0.638188774,0.168552654,0.806741428,0.168552654,0.051339839,0.011059963,0.413557851,0.27109666,0.318439135
 07/01  12:00:00,2.071092961,0.018358381,0,0,0.834677595,0.215041693,1.049719288,0.215041693,0.051339839,0.011059963,0.398337607,0.266529948,0.277462317
 07/01  13:00:00,2.202260759,0.018993204,0,0,0.978807447,0.252191369,1.230998816,0.252191369,0.051339839,0.011059963,0.363033203,0.275746404,0.253438535
 07/01  14:00:00,2.365996648,0.02006268,0,0,1.138711219,0.293389307,1.432100526,0.293389307,0.051339839,0.011059963,0.333756918,0.291273227,0.229822176
 07/01  15:00:00,2.574416409,0.021177908,0,0,1.288554318,0.327440674,1.615994992,0.327440674,0.051339839,0.011059963,0.338603716,0.307464298,0.233309601
 07/01  16:00:00,2.791318399,0.025049754,0,0,1.352223706,0.348370055,1.700593761,0.348370055,0.054548572,0.011751213,0.37937805,0.363676378,0.264726426
 07/01  17:00:00,3.383299502,0.030431447,0,0,1.644213731,0.417785867,2.061999598,0.417785867,0.064174796,0.013824955,0.455674461,0.441808677,0.329173014
 07/01  18:00:00,3.352613573,0.033039367,0,0,1.499111642,0.390611727,1.889723369,0.390611727,0.102679677,0.022119926,0.417464301,0.479670875,0.394311425
 07/01  19:00:00,3.267829111,0.034103124,0,0,1.391796035,0.367562535,1.75935857,0.367562535,0.195733083,0.042166115,0.349528381,0.495114667,0.409284297
 07/01  20:00:00,3.200423282,0.035275544,0,0,1.221324386,0.330465556,1.551789941,0.330465556,0.352961396,0.076037246,0.316986698,0.51213605,0.373867951
 07/01  21:00:00,3.116526845,0.03445199,0,0,1.056783891,0.292783259,1.34956715,0.292783259,0.510189629,0.109908395,0.302828611,0.500179566,0.327209494
 07/01  22:00:00,2.516734323,0.029813782,0,0,0.809368355,0.234574923,1.043943278,0.234574923,0.426762337,0.091935944,0.244907228,0.432841314,0.259700222
 07/01  23:00:00,1.954902224,0.025907622,0,0,0.664926722,0.190795343,0.855722065,0.190795343,0.295204003,0.063594789,0.162581134,0.376131048,0.185025185
 07/01  24:00:00,1.361564811,0.02142955,0,0,0.49323677,0.14462048,0.637857249,0.14462048,0.154019476,0.033179897,0.104554582,0.311117668,0.104191938
 07/02  01:00:00,1.059554628,0.01973097,0,0,0.375937667,0.111276421,0.487214088,0.111276421,0.093053485,0.020046189,0.087504247,0.286457421,0.068635199
 07/02  02:00:00,0.883018735,0.019502206,0,0,0.288727678,0.08641333,0.375141008,0.08641333,0.060966055,0.013133707,0.074328183,0.283136175,0.059669606
 07/02  03:00:00,0.78948637,0.019227688,0,0,0.224000153,0.067762312,0.291762465,0.067762312,0.060966055,0.013133707,0.065592882,0.279150681,0.062236581
 07/02  04:00:00,0.781341853,0.018501359,0,0,0.196982776,0.058955329,0.255938106,0.058955329,0.060966055,0.013133707,0.076271989,0.268605726,0.08978227
 07/02  05:00:00,0.933469267,0.02064603,0,0,0.182492935,0.055206213,0.237699148,0.055206213,0.064174796,0.013824955,0.089557052,0.299742403,0.211826913
 07/02  06:00:00,1.334331751,0.023854457,0,0,0.211928583,0.064111903,0.276040486,0.064111903,0.089844728,0.019354937,0.146457255,0.34632287,0.439667475
 07/02  07:00:00,1.629561216,0.025347148,0,0,0.246975742,0.073109961,0.320085704,0.073109961,0.147602041,0.031797395,0.230459914,0.367993997,0.499978166
 07/02  08:00:00,1.61405481,0.02142955,0,0,0.283675112,0.080420645,0.364095757,0.080420645,0.11230587,0.024193663,0.302340099,0.311117668,0.483357753
 07/02  09:00:00,1.665579845,0.01823828,0,0,0.394681603,0.108189389,0.502870992,0.108189389,0.060966055,0.013133707,0.375885576,0.264786294,0.431293222
 07/02  10:00:00,2.057602611,0.018667214,0,0,0.745101617,0.194124749,0.939226366,0.194124749,0.051339839,0.011059963,0.397685472,0.271013629,0.370633343
 07/02  11:00:00,2.083148605,0.018672933,0,0,0.795006113,0.207170269,1.002176382,0.207170269,0.051339839,0.011059963,0.413557851,0.27109666,0.31727391
 07/02  12:00:00,2.27270541,0.018358381,0,0,0.99856683,0.25376794,1.252334769,0.25376794,0.051339839,0.011059963,0.398337607,0.266529948,0.276459284
 07/02  13:00:00,2.45942887,0.018993204,0,0,1.190088127,0.298975115,1.489063242,0.298975115,0.051339839,0.011059963,0.363033203,0.275746404,0.25254222
 07/02  14:00:00,2.65245869,0.02006268,0,0,1.37414473,0.345218545,1.719363274,0.345218545,0.051339839,0.011059963,0.333756918,0.291273227,0.22902147
 07/02  15:00:00,2.941701913,0.021177908,0,0,1.59014008,0.393947466,1.984087546,0.393947466,0.051339839,0.011059963,0.338603716,0.307464298,0.232502552
 07/02  16:00:00,3.281659828,0.025049754,0,0,1.751779126,0.440080356,2.191859482,0.440080356,0.054548572,0.011751213,0.37937805,0.363676378,0.263802133
 07/02  17:00:00,3.850612229,0.030431447,0,0,2.022421565,0.508045076,2.530466641,0.508045076,0.064174796,0.013824955,0.455674461,0.441808677,0.328018698
 07/02  18:00:00,3.898953688,0.033039367,0,0,1.948070846,0.489365354,2.4374362,0.489365354,0.102679677,0.022119926,0.417464301,0.479670875,0.392938709
 07/02  19:00:00,3.681098008,0.034103124,0,0,1.72464939,0.449389227,2.174038617,0.449389227,0.195733083,0.042166115,0.349528381,0.495114667,0.407873147
 07/02  20:00:00,3.44212598,0.035275544,0,0,1.408612674,0.386172774,1.794785448,0.386172774,0.352961396,0.076037246,0.316986698,0.51213605,0.372575141
 07/02  21:00:00,3.274463434,0.03445199,0,0,1.178085727,0.330549428,1.508635156,0.330549428,0.510189629,0.109908395,0.302828611,0.500179566,0.326078077
 07/02  22:00:00,2.747345985,0.029813782,0,0,0.995991151,0.279429892,1.275421044,0.279429892,0.426762337,0.091935944,0.244907228,0.432841314,0.258834119
 07/02  23:00:00,2.069151161,0.025907622,0,0,0.752467366,0.218072319,0.970539685,0.218072319,0.295204003,0.063594789,0.162581134,0.376131048,0.184456502
 07/02  24:00:00,1.434120098,0.02142955,0,0,0.548364563,0.162312143,0.710676706,0.162312143,0.154019476,0.033179897,0.104554582,0.311117668,0.103927768
 07/03  01:00:00,1.111465886,0.01973097,0,0,0.420388654,0.125816012,0.546204666,0.125816012,0.093053485,0.020046189,0.083557222,0.286457421,0.065502903
 07/03  02:00:00,0.899860615,0.019502206,0,0,0.303439534,0.093517934,0.396957469,0.093517934,0.060966055,0.013133707,0.071716944,0.283136175,0.057306265
 07/03  03:00:00,0.827878426,0.019227688,0,0,0.255961567,0.07810179,0.334063357,0.07810179,0.060966055,0.013133707,0.064227478,0.279150681,0.059693148
 07/03  04:00:00,0.803085795,0.018501359,0,0,0.21878573,0.066758409,0.285544139,0.066758409,0.060966055,0.013133707,0.073600834,0.268605726,0.084591334
 07/03  05:00:00,0.924175115,0.02064603,0,0,0.189171914,0.058769439,0.247941354,0.058769439,0.064174796,0.013824955,0.085460359,0.299742403,0.196387249
 07/03  06:00:00,1.250035455,0.023854457,0,0,0.18110822,0.056783032,0.237891252,0.056783032,0.089844728,0.019354937,0.135831743,0.34632287,0.404145925
 07/03  07:00:00,1.541751411,0.025347148,0,0,0.226606815,0.069144147,0.295750962,0.069144147,0.147602041,0.031797395,0.209298552,0.367993997,0.457664465
 07/03  08:00:00,1.489790116,0.02142955,0,0,0.243524932,0.072083695,0.315608627,0.072083695,0.11230587,0.024193663,0.269902798,0.311117668,0.44001749
 07/03  09:00:00,1.508991669,0.01823828,0,0,0.335429396,0.095085313,0.430514709,0.095085313,0.060966055,0.013133707,0.330854517,0.264786294,0.392092386
 07/03  10:00:00,1.745141741,0.018667214,0,0,0.556715555,0.154233563,0.710949119,0.154233563,0.051339839,0.011059963,0.346769243,0.271013629,0.337365948
 07/03  11:00:00,1.793410268,0.018672933,0,0,0.621899588,0.170478265,0.792377853,0.170478265,0.051339839,0.011059963,0.361069092,0.27109666,0.289822861
 07/03  12:00:00,1.945077756,0.018358381,0,0,0.788098564,0.208114965,0.996213529,0.208114965,0.051339839,0.011059963,0.350527101,0.266529948,0.252763376
 07/03  13:00:00,2.074707726,0.018993204,0,0,0.926992979,0.241516638,1.168509617,0.241516638,0.051339839,0.011059963,0.31944517,0.275746404,0.231962733
 07/03  14:00:00,2.249534691,0.02006268,0,0,1.092743492,0.281487479,1.37423097,0.281487479,0.051339839,0.011059963,0.294631346,0.291273227,0.210355347
 07/03  15:00:00,2.44785621,0.021177908,0,0,1.229343138,0.316668995,1.546012133,0.316668995,0.051339839,0.011059963,0.301544743,0.307464298,0.213791234
 07/03  16:00:00,2.719767552,0.025049754,0,0,1.346881646,0.342217647,1.689099293,0.342217647,0.054548572,0.011751213,0.34346013,0.363676378,0.240587966
 07/03  17:00:00,3.189158574,0.030431447,0,0,1.536943762,0.395890904,1.932834666,0.395890904,0.064174796,0.013824955,0.420322531,0.441808677,0.299548949
 07/03  18:00:00,3.171024838,0.033039367,0,0,1.409173766,0.372097725,1.781271491,0.372097725,0.102679677,0.022119926,0.383153985,0.479670875,0.355484883
 07/03  19:00:00,3.00579242,0.034103124,0,0,1.236205778,0.338836596,1.575042374,0.338836596,0.195733083,0.042166115,0.315283627,0.495114667,0.365808556
 07/03  20:00:00,3.004380457,0.035275544,0,0,1.121141104,0.310583806,1.43172491,0.310583806,0.352961396,0.076037246,0.282131328,0.51213605,0.332745527
 07/03  21:00:00,2.931385827,0.03445199,0,0,0.959136836,0.275207816,1.234344652,0.275207816,0.510189629,0.109908395,0.267221753,0.500179566,0.292897832
 07/03  22:00:00,2.450255575,0.029813782,0,0,0.800774918,0.232063957,1.032838875,0.232063957,0.426762337,0.091935944,0.216614016,0.432841314,0.23261909
 07/03  23:00:00,1.891382596,0.025907622,0,0,0.637801933,0.187006115,0.824808048,0.187006115,0.295204003,0.063594789,0.147046288,0.376131048,0.16795442
 07/03  24:00:00,1.346068446,0.02142955,0,0,0.490221792,0.145106901,0.635328692,0.145106901,0.154019476,0.033179897,0.097980898,0.311117668,0.097797813
 07/04  01:00:00,1.057644959,0.01973097,0,0,0.379049498,0.113449634,0.492499132,0.113449634,0.093053485,0.020046189,0.083557222,0.286457421,0.065387509
 07/04  02:00:00,0.904896608,0.019502206,0,0,0.309454242,0.092620373,0.402074615,0.092620373,0.060966055,0.013133707,0.071716944,0.283136175,0.057225112
 07/04  03:00:00,0.822220649,0.019227688,0,0,0.252198369,0.0762973,0.328495669,0.0762973,0.060966055,0.013133707,0.064227478,0.279150681,0.059603059
 07/04  04:00:00,0.804321188,0.018501359,0,0,0.220312513,0.066650647,0.28696316,0.066650647,0.060966055,0.013133707,0.073600834,0.268605726,0.084407705
 07/04  05:00:00,0.956405371,0.02064603,0,0,0.215543022,0.06520735,0.280750372,0.06520735,0.064174796,0.013824955,0.085460359,0.299742403,0.195808486
 07/04  06:00:00,1.330542368,0.023854457,0,0,0.24546279,0.074257248,0.319720039,0.074257248,0.089844728,0.019354937,0.135831743,0.34632287,0.402824051
 07/04  07:00:00,1.595723963,0.025347148,0,0,0.270354128,0.080913437,0.351267565,0.080913437,0.147602041,0.031797395,0.209298552,0.367993997,0.456120414
